,Current(A),Voltage(V),dV/dt(V/s),Temperature (C)_1
962,0.480999768,3.583835363,0.001169538,51.34658051
963,-0.0004512230000000001,3.482578754,-0.019512653,51.37656403
964,-0.0004512230000000001,3.4822709560000003,-0.020005131,51.44977951
965,-0.000270769,3.4822709560000003,-0.020436000000000003,51.44977951
966,-0.0004512230000000001,3.481963158,-6.15597e-05,51.43651962
967,-0.0004512230000000001,3.481963158,0.0,51.4797554
968,-0.000270769,3.481963158,-6.15597e-05,51.44977951
969,-0.000270769,3.4822709560000003,6.15597e-05,51.44977951
970,-0.000270769,3.4822709560000003,6.15597e-05,51.44977951
971,-0.0004512230000000001,3.4822709560000003,6.15597e-05,51.40654373
972,-0.0004512230000000001,3.482578754,0.00012311899999999998,51.37656403
973,-0.0004512230000000001,3.4822709560000003,6.15597e-05,51.50973511
974,-0.0004512230000000001,3.482578754,0.0,51.50973511
975,-0.0004512230000000001,3.482578754,0.0,51.50973511
976,-0.000270769,3.482578754,0.0,51.4197998
977,-0.000270769,3.482578754,0.0,51.50973511
978,-0.0004512230000000001,3.482578754,0.0,51.37656403
979,-0.481360853,3.379475594,-0.020620633,51.37656403
980,-0.481360853,3.377013445,-0.021174621,51.44977951
981,-0.481360853,3.3751668930000003,-0.021482373,51.46650314
982,-0.481360853,3.373320103,-0.001046419,51.40654373
983,-0.481360853,3.371781349,-0.0009232999999999998,51.4797554
984,-0.481360853,3.369934797,-0.0009232999999999998,51.50973511
985,-0.481360853,3.368395805,-0.000861788,51.37656403
986,-0.481360853,3.36716485,-0.0007386210000000001,51.50973511
987,-0.4811804,3.365933657,-0.000738668,51.50973511
988,-0.481360853,3.364087105,-0.0007386210000000001,51.37656403
989,-0.481360853,3.3625481130000003,-0.000800228,51.37656403
990,-0.4811804,3.3616249560000004,-0.0006770610000000001,51.4797554
991,-0.481360853,3.360085964,-0.000800228,51.40654373
992,-0.481541306,3.3585472110000003,-0.000738668,51.4797554
993,-0.4811804,3.3576238160000003,-0.000738668,51.49301147
994,-0.481360853,3.35639286,-0.0006770610000000001,51.64290237
995,-0.481360853,3.355469465,-0.0006155490000000001,51.4797554
996,-0.4811804,3.35423851,-0.000615501,51.50973511
997,-0.481360853,3.353007317,-0.000677109,51.62617874
998,-0.481541306,3.351776123,-0.0006155490000000001,51.58295059
999,-0.481360853,3.350852966,-0.0005539890000000001,51.53971863
1000,-0.481360853,3.349621773,-0.0006155490000000001,51.52298737
1001,-0.481360853,3.348390818,-0.0006155490000000001,51.44977951
1002,-0.481360853,3.347467422,-0.0005539890000000001,51.50973511
1003,-0.962270439,3.243133068,-0.021236181,51.65615463
1004,-0.962270439,3.240363121,-0.02154398,51.58295059
1005,-0.962270439,3.237900972,-0.02185173,51.56969452
1006,-0.962270439,3.235438824,-0.001354218,51.4797554
1007,-0.962270439,3.2332844730000003,-0.001231098,51.44977951
1008,-0.962090015,3.231437922,-0.001169538,51.55297089
1009,-0.962270439,3.2292835710000003,-0.001046419,51.52298737
1010,-0.962270439,3.227128983,-0.000984907,51.50973511
1011,-0.962270439,3.224974632,-0.001046419,51.58295059
