,Current(A),Voltage(V),dV/dt(V/s),Temperature (C)_1
1262,-0.962068021,3.220054626,-0.001908207,-0.158250049
1263,-0.962068021,3.2169768810000003,-0.0017850879999999996,-0.006031194
1264,-0.962068021,3.213283539,-0.0017850879999999996,-0.08213006
1265,-0.961880147,3.21082139,-0.0016619679999999998,-0.08213006
1266,-0.962068021,3.207743645,-0.0014773370000000002,-0.234390974
1267,-0.961880147,3.2049736980000003,-0.001477289,-0.127137497
1268,0.481225967,3.47981739,0.054045439,-0.189363167
1269,0.481225967,3.491512775,0.057000063,-0.127137497
1270,0.481225967,3.497976065,0.058785152,-0.386737883
1271,0.481225967,3.5029006000000003,0.003508663,-0.310555607
1272,0.481225967,3.507824898,0.002646875,-0.158250049
1273,0.481225967,3.511826038,0.002339125,-0.310555607
1274,0.481038123,3.5155193810000003,0.002031326,-0.158250049
1275,0.481225967,3.5195202830000003,0.002092838,-0.35559994
1276,0.000190588,3.430265427,-0.016681433,-0.234390974
1277,0.000190588,3.4278032780000003,-0.017912531000000002,-0.158250049
1278,0.000190588,3.4271876810000004,-0.018712759,-0.158250049
1279,0.000190588,3.426879883,-0.000369358,-0.127137497
1280,0.000378419,3.42749548,0.0,-0.051026121
1281,0.000190588,3.4271876810000004,0.00012311899999999998,-0.234390974
1282,0.000190588,3.42749548,0.000184679,-0.234390974
1283,0.000190588,3.4278032780000003,0.00012311899999999998,-0.234390974
1284,0.000190588,3.4281110760000004,0.000184679,-0.35559994
1285,0.000190588,3.428418875,0.00012311899999999998,-0.158250049
1286,0.000190588,3.4287266730000003,0.000184679,-0.386737883
1287,0.000190588,3.4290342330000003,0.000123072,-0.279426038
1288,0.000190588,3.4293420310000005,0.000123072,-0.234390974
1289,0.000190588,3.4293420310000005,0.000123072,-0.310555607
1290,0.000190588,3.429957628,0.00012311899999999998,-0.310555607
1291,0.000190588,3.429957628,0.00012311899999999998,-0.203269884
1292,-0.480844796,3.336701632,-0.018651199,-0.279426038
1293,-0.480844796,3.331469536,-0.019697618,-0.310555607
1294,-0.480656952,3.328083992,-0.020436287,-0.310555607
1295,-0.480656952,3.325621605,-0.001723576,-0.35559994
1296,-0.480844796,3.3228516580000003,-0.0014773370000000002,-0.310555607
1297,-0.480844796,3.320697308,-0.001292658,-0.386737883
1298,-0.480844796,3.318542957,-0.001292658,-0.203269884
1299,-0.480844796,3.316696167,-0.001107979,-0.431794316
1300,-0.480656952,3.315157413,-0.000984859,-0.279426038
1301,-0.480656952,3.313310623,-0.000984907,-0.279426038
1302,-0.480844796,3.311464071,-0.0009232999999999998,-0.310555607
1303,-0.480844796,3.3102328780000003,-0.000923347,-0.386737883
1304,-0.480844796,3.3083863260000004,-0.00086174,-0.35559994
1305,-0.480656952,3.307155132,-0.000861788,-0.35559994
1306,-0.480844796,3.305923939,-0.000738668,-0.279426038
1307,-0.480844796,3.304385185,-0.000800228,-0.096028462
1308,-0.480656952,3.303153992,-0.000738668,-0.400651425
1309,-0.480656952,3.301923037,-0.000738668,-0.234390974
1310,-0.480656952,3.300999641,-0.0006155490000000001,-0.35559994
1311,-0.480656952,3.299460649,-0.000677109,-0.248299941
1312,-0.480844796,3.298229694,-0.0006155490000000001,-0.400651425
1313,-0.480844796,3.296998501,-0.000677109,-0.279426038
1314,-0.480656952,3.2960751060000004,-0.000554037,-0.279426038
1315,-0.480656952,3.2948441510000004,-0.0006155490000000001,-0.217177302
1316,-0.962068021,3.199741364,-0.019389868,-0.279426038
1317,-0.962068021,3.195124865,-0.020066977,-0.324465394
1318,-0.962068021,3.191739321,-0.020559406,-0.35559994
1319,-0.962068021,3.188969374,-0.0017850879999999996,-0.35559994
1320,-0.962068021,3.1858916280000003,-0.0016619679999999998,-0.35559994
1321,-0.961880147,3.183429241,-0.001354218,-0.386737883
1322,-0.962068021,3.181274891,-0.001292658,-0.400651425
1323,-0.962068021,3.178812742,-0.001292658,-0.35559994
1324,-0.962068021,3.176658154,-0.001169586,-0.431794316
1325,-0.962068021,3.174811602,-0.001107979,-0.141038164
1326,-0.961880147,3.1726572510000004,-0.001046419,-0.35559994
1327,-0.961880147,3.170502663,-0.001108026,-0.248299941
1328,0.481225967,3.450270891,0.055276535,-0.431794316
1329,0.481225967,3.4576575760000003,0.057123184,-0.248299941
1330,0.481225967,3.462274075,0.058415841,-0.400651425
1331,0.481225967,3.465659618,0.0024621960000000003,-0.431794316
1332,0.481225967,3.469352961,0.002031326,-0.35559994
1333,0.481413782,3.472738504,0.0017850879999999996,-0.279426038
1334,0.481225967,3.475508451,0.001600409,-0.234390974
1335,0.481225967,3.4779706,0.001477289,-0.35559994
1336,-0.480844796,3.2920742030000003,-0.036255978,-0.324465394
1337,-0.480844796,3.287765265,-0.037733316,-0.279426038
1338,-0.480844796,3.284995317,-0.004555082,-0.324465394
1339,-0.480656952,3.283148527,-0.001354218,-0.35559994
1340,-0.480656952,3.281609774,-0.001046419,-0.324465394
1341,-0.480656952,3.28037858,-0.000800228,-0.35559994
1342,-0.480656952,3.278839827,-0.000738668,-0.248299941
1343,-0.480656952,3.2779164310000004,-0.0006155490000000001,-0.324465394
1344,-0.480656952,3.276685238,-0.000554037,-0.35559994
1345,-0.480656952,3.275454283,-0.0005539890000000001,-0.203269884
1346,-0.480844796,3.274530888,-0.0005539890000000001,-0.279426038
1347,-0.480656952,3.273607492,-0.000554037,-0.35559994
1348,-0.480656952,3.272992134,-0.00049243,-0.324465394
1349,-0.480656952,3.272068739,-0.00043087,-0.248299941
1350,-0.480656952,3.271145344,-0.00049243,-0.248299941
1351,-0.480844796,3.270221949,-0.000492477,-0.431794316
1352,-0.480656952,3.269298792,-0.00049243,-0.293334305
1353,-0.480656952,3.268683195,-0.00043087,-0.400651425
1354,-0.480844796,3.268067598,-0.000369358,-0.293334305
1355,-0.480656952,3.267452002,-0.000307798,-0.324465394
1356,-0.480656952,3.266528845,-0.00036931,-0.400651425
1357,-0.480656952,3.265913248,-0.00036931,-0.476857841
1358,-0.480844796,3.265297651,-0.00036931,-0.369511962
1359,-0.480656952,3.2640664580000003,-0.000430918,-0.262206674
1360,-0.480656952,3.263758659,-0.000369358,-0.369511962
1361,-0.480656952,3.2631433010000004,-0.000307751,-0.369511962
