,Current(A),Voltage(V),dV/dt(V/s),Temperature (C)_1
9527,0.483165205,3.461034775,0.051274586,26.81044769
9528,0.35341885700000003,3.438875437,0.042780161,26.97694016
9529,0.319313079,3.434566498,0.021543931,26.735672
9530,0.198408961,3.41271472,-0.00991025,26.84102249
9531,0.198408961,3.414253712,-0.005108976,26.84102249
9532,0.282680929,3.431796551,-0.000738668,26.8716011
9533,0.33411029,3.443491936,0.006032324,26.84102249
9534,0.301809043,3.439182997,0.004862738,26.76625252
9535,0.322741687,3.444107533,0.002277517,26.8716011
9536,0.266801,3.4348742960000003,-0.001846647,26.8716011
9537,0.310651273,3.444415331,0.001046467,26.97694016
9538,0.280515492,3.4397985939999995,-0.000984859,26.8716011
9539,0.297297686,3.444107533,0.0017850879999999996,26.84102249
9540,0.246590152,3.435182095,-0.001969719,26.91578865
9541,0.283402741,3.443491936,0.000677109,26.8716011
9542,0.39492324,3.46626687,0.004370308,26.84102249
9543,0.487135202,3.4856565,0.010033322,26.8716011
9544,0.353960216,3.461342573,0.003508568,26.84102249
9545,0.134708747,3.419178009,-0.009417772,26.8716011
9546,0.132182389,3.419178009,-0.013357257,26.8716011
9547,0.16141592,3.4253335,-0.007263375,26.90217781
9548,0.698266268,3.530898809,0.0222826,26.8716011
9549,0.604791105,3.514894724,0.019143343,26.90217781
9550,0.400336862,3.476731062,0.010217953,26.8716011
9551,0.292605907,3.4564182760000004,-0.015080785,26.8716011
9552,0.224394321,3.443799734,-0.014342117,26.84102249
9553,0.124783777,3.4247179030000003,-0.010402632,26.81044769
9554,0.042496804000000006,3.4090216160000004,-0.009479332,26.90217781
9555,0.008210564,3.401942968,-0.008371353,26.94636536
9556,0.003518763,3.401019573,-0.004739666,26.84102249
9557,-0.000270769,3.400096178,-0.0017235279999999998,26.81044769
9558,-0.000270769,3.400096178,-0.000369358,26.76625252
9559,-0.0004512230000000001,3.400096178,-0.000184679,26.97694016
9560,-0.000270769,3.400403976,6.15597e-05,26.84102249
9561,-0.000270769,3.400403976,0.0,26.8716011
9562,-0.0004512230000000001,3.400403976,0.0,26.735672
9563,-0.0004512230000000001,3.400403976,0.0,26.76625252
9564,-0.0004512230000000001,3.400711775,6.15597e-05,26.81044769
9565,-0.114678539,3.37793684,-0.004493427,26.85799026
9566,-0.898028851,3.224051476,-0.035270501,26.84102249
9567,-1.669108391,3.0701661110000003,-0.066047572,26.8716011
9568,-2.2599143980000003,2.9495198730000003,-0.085744902,26.8716011
9569,-2.87526226,2.822718382,-0.080143496,26.81044769
9570,-2.635799885,2.863959551,-0.040995073,26.91578865
9571,-2.7794411180000003,2.830104828,-0.023636818,26.8716011
9572,-2.8469309810000003,2.81225419,-0.0017235279999999998,26.91578865
9573,-1.759876609,3.021230459,0.031761933,26.81044769
9574,-1.281854272,3.11356163,0.056875993,26.84102249
9575,-1.1111448999999998,3.146185398,0.066970922,26.91578865
9576,-1.36973536,3.094787598,0.014711428,26.91578865
9577,-0.8853971359999999,3.188349962,0.015019226,26.77987099
9578,-1.212018609,3.124025822,-0.004370356,26.81044769
9579,-0.854178607,3.192966461,0.019697284,26.91578865
9580,-0.634024858,3.235746622,0.009479332,26.81044769
9581,-0.6414234639999999,3.234515667,0.022159528,26.91578865
9582,-0.968405902,3.170499325,-0.004493427,26.81044769
9583,-0.343674511,3.29206872,0.011264419,26.84102249
9584,-0.343674511,3.292684317,0.01163373,26.8716011
9585,-0.988436282,3.1671137810000003,-0.000677109,26.67451286
9586,-1.765651226,3.013536215,-0.055768061,26.88521576
9587,-0.880524874,3.18434906,-0.021667052000000003,26.91578865
9588,-1.414307475,3.079399109,-0.017481375,26.88521576
9589,-0.660732031,3.225282431,0.008556033000000001,26.85464096
9590,-1.462308168,3.068934917,-0.0024621960000000003,26.94636536
9591,-0.689243734,3.2185115810000005,-0.001169538,26.81044769
9592,-0.695379138,3.216972589,0.029299736,26.88521576
9593,-0.701514602,3.215741634,-0.000307751,26.91578865
9594,0.08526437699999999,3.369319201,0.030407762,26.88521576
9595,0.249296963,3.403173923,0.0374249,26.88521576
9596,-0.233597651,3.3102271560000003,-0.01132598,26.91578865
9597,-0.145897061,3.327462435,-0.014711428,26.85464096
9598,0.007308295,3.357931614,0.009479332,26.88521576
9599,-0.5603996520000001,3.247749805,-0.015880967,26.77987099
9600,0.114497907,3.379475594,0.004370356,26.85464096
9601,-0.717394531,3.2182037830000003,-0.006155395,26.84102249
9602,-0.052421942,3.347159624,-0.0060938830000000005,26.91578865
9603,-0.297658771,3.300070763,0.016127205,26.85464096
9604,-0.130378023,3.33269453,-0.002585268,26.81044769
9605,-0.541632414,3.252981901,-0.009417772,26.81044769
9606,-0.544880629,3.2517507080000003,-0.016065646,26.8716011
9607,-0.214289084,3.31576705,0.012372399,26.91578865
9608,-0.130017117,3.332386732,0.016065646,26.85464096
9609,-0.29170379,3.301609516,-0.002708387,26.85464096
9610,-0.29026016600000004,3.301917315,-0.006032324,26.77987099
9611,0.165566355,3.391170979,0.017912293,26.88521576
9612,0.039068181,3.367472649,0.013049508,26.88521576
9613,-0.670656979,3.228975773,-0.032192804,26.85464096
9614,0.478473395,3.453032732,0.017235136,26.88521576
9615,-2.340396881,2.9024310110000004,-0.06555514,26.88521576
9616,-1.177371502,3.12618041,-0.064939596,26.81044769
9617,-1.462308168,3.068934917,0.032131243,26.91578865
9618,-1.242154479,3.110791683,-0.0031392570000000003,26.76625252
9619,-0.486052632,3.257290602,0.037301827,26.91578865
9620,-1.542068839,3.050776482,-0.0120646,26.77987099
9621,-0.8633817429999999,3.1818869110000003,-0.014896059,26.88521576
9622,-1.419540644,3.0723204610000003,0.003816366,26.88521576
9623,-0.8085237740000001,3.190812111,0.00178504,26.85464096
9624,-0.908675671,3.1708071230000003,0.019328022,26.81044769
9625,-1.013880253,3.1501863,-0.008002043,26.77987099
9626,-0.468729079,3.255751848,0.016865874,26.85464096
9627,-0.65477705,3.219742537,0.013849688,26.85464096
9628,-0.012902541000000002,3.345313072,0.018035363,26.74929237
9629,-0.7417557840000001,3.204046249,-0.0032008170000000003,26.77987099
9630,-1.028136134,3.147416592,-0.039394617,26.77987099
9631,-0.108362652,3.3262312410000003,0.024313878,26.85464096
9632,-0.565091431,3.238208771,0.017973805,26.81044769
9633,-0.660010219,3.219434738,-0.021113109,26.81044769
9634,-1.519331574,3.050468683,-0.037548017,26.85464096
9635,-0.30650103100000003,3.286221027,0.013357257,26.77987099
9636,-0.681484222,3.213587284,0.032254409,26.74929237
9637,-0.68545419,3.212663889,-0.014526797,26.88521576
9638,-0.689424157,3.211740494,-0.00043087,26.88521576
9639,-0.886118948,3.172653675,-0.008063602,26.82406425
9640,-0.895322084,3.170499325,-0.008309794,26.85464096
9641,-1.199025989,3.110176325,-0.012618589,26.9599781
9642,-0.5282788279999999,3.240978718,0.014034318999999998,26.88521576
9643,-0.920766056,3.164343834,0.010648871,26.81044769
9644,-0.025534313,3.341004372,0.020189762,26.85464096
9645,-0.7702675459999999,3.198506355,0.006770945,26.82406425
9646,-0.681484222,3.212663889,-0.046350289,26.85464096
9647,-0.119189881,3.32007575,-0.004062605,26.77987099
9648,-0.119189881,3.321922541,0.025052547,26.9599781
9649,-0.403946131,3.264677048,0.010402632,26.9599781
9650,-0.214289084,3.302532911,-0.003693247,26.82406425
9651,-0.776763856,3.196659803,0.011264419,26.88521576
9652,0.080572575,3.3585472110000003,0.018589353,26.74929237
9653,-1.05087328,3.144338846,-0.031700373,26.82406425
9654,-0.399434775,3.2659082410000004,0.014218998,26.85464096
9655,-0.586565435,3.231130123,-0.025729608,26.82406425
9656,-0.30505740600000003,3.284682274,0.028622676,26.82406425
9657,-0.679499209,3.213587284,-0.010648871,26.79349136
9658,0.051158588,3.352699518,0.024436999,26.82406425
9659,-0.575918674,3.234515667,-0.010094881,26.89883041
9660,-0.956315458,3.160035133,-0.01058731,26.82406425
9661,-0.586565435,3.22959137,-0.024867868,26.89883041
9662,-0.7792901990000001,3.192966461,-0.008186721999999999,26.82406425
9663,-0.977609038,3.153879642,-0.001046419,26.89883041
9664,-0.795711517,3.188042164,-0.008371353,26.71871758
9665,0.168814525,3.3736279010000003,0.036193848,26.74929237
9666,-0.6834691759999999,3.211740494,0.01163373,26.85464096
9667,0.168814525,3.374859095,0.037363388,26.79349136
9668,-1.043655157,3.143107653,-0.046288729,26.82406425
9669,0.022285968,3.346544027,0.027083779,26.79349136
9670,-1.043655157,3.142492056,-0.046658039000000005,26.92940521
9671,-0.301267862,3.283758879,0.028376436,26.85464096
9672,-0.020481605,3.338849783,-0.0016619679999999998,26.77987099
9673,-0.5703246,3.234207869,0.018589353,26.82406425
9674,-0.385900736,3.268678188,-0.0032008170000000003,26.82406425
9675,-0.757635772,3.1972754,-0.028437996,26.85464096
9676,-0.575918674,3.231130123,-0.00049243,26.92940521
9677,-0.390592545,3.267139196,-0.000369358,26.79349136
9678,0.08201620700000001,3.3585472110000003,0.032377481,26.82406425
9679,-0.468729079,3.25359726,0.004431868,26.77987099
9680,-0.8406445379999999,3.1809635160000003,-0.017235136,26.89883041
9681,-0.382472098,3.268678188,-0.018096924,26.92940521
9682,0.024451414,3.347467422,0.018835545,26.77987099
9683,-0.648641586,3.21881938,0.007632732,26.82406425
9684,-0.375253946,3.270832539,0.00036931,26.88521576
9685,-0.466022253,3.2532897000000003,-0.018897105,26.85464096
9686,-0.558595121,3.235131025,0.0033238890000000004,26.86825943
9687,-0.192273706,3.305610657,0.006894064,26.82406425
9688,-0.8316218259999999,3.183117867,-0.014034366,26.79349136
9689,-0.747710764,3.197890997,-0.007448005,26.82406425
9690,-0.013624357,3.3391575810000003,0.006524706,26.82406425
9691,-0.466202706,3.252981901,0.014157486,26.79349136
9692,-0.558414638,3.235131025,0.007448005,26.85464096
9693,-0.010376187,3.340388775,0.000184679,26.71871758
9694,-1.2944860459999998,3.093248844,-0.031946611,26.82406425
9695,-0.4741427,3.249288559,0.002954578,26.71871758
9696,-0.013624357,3.338849783,-0.000369358,26.82406425
9697,-0.930149674,3.16280508,0.014157486,26.71871758
9698,-0.105294935,3.320691347,0.014218998,26.82406425
9699,-0.192093253,3.305302858,-0.0068325040000000005,26.74929237
9700,-0.279793859,3.288683176,0.025298739,26.82406425
9701,-0.368396699,3.271755934,-0.009910202,26.89883041
9702,-0.73273313,3.2009685039999995,-0.020928431,26.71871758
9703,-0.462774098,3.252674103,-0.007201815,26.79349136
9704,-0.462593645,3.252674103,-0.003816366,26.67451286
9705,-0.371283978,3.27052474,0.013972807,26.86825943
9706,-0.829997778,3.181579113,-0.014280558,26.79349136
9707,-0.283583373,3.286528826,0.006770945,26.79349136
9708,-0.463856816,3.2520585060000005,-0.003693247,26.79349136
9709,-0.648641586,3.2163572310000004,0.007017183000000001,26.83768845
9710,-0.7457258109999999,3.196967602,-0.017912244,26.71871758
9711,-0.379945755,3.266831636,0.002954626,26.82406425
9712,-1.5059779880000002,3.049237728,-0.03330078,26.79349136
9713,-1.058993697,3.1335668560000003,-0.012618589,26.76291656
9714,-0.977609038,3.148647547,-0.02375989,26.82406425
9715,-0.795892,3.183425665,0.027022267000000003,26.79349136
9716,-1.291959763,3.087093353,-0.009233141,26.79349136
9717,-0.721544981,3.196352005,0.009540891,26.79349136
9718,-1.421525598,3.0606250760000004,-0.024621677,26.71871758
9719,-0.745184422,3.190196514,0.020743703,26.76291656
9720,-0.849306345,3.170499325,-0.005232096,26.79349136
9721,-1.363599896,3.070473909,0.002092838,26.79349136
9722,-0.569963694,3.223435879,0.006586313000000001,26.79349136
9723,-1.078482747,3.124949217,-0.009110021,26.79349136
9724,-0.886118948,3.161573887,0.018343115,26.79349136
