,Test_Time(s),Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Temperature (C)_1
1,8.015757582,-1.099184632,2.729152441,0.0,0.0015290129999999999,0.0,0.004195896,-0.0029546259999999997,9.69090271
2,13.01893696,-1.099372506,2.703299284,0.0,0.003056834,0.0,0.00834534,-0.002646875,9.598107338
3,18.02723862,-1.099372506,2.678369284,0.0,0.004586243,0.0,0.012460691000000001,-0.0028931140000000004,9.79754734
4,23.03131996,-1.099372506,2.654362917,0.0,0.006111348000000001,0.0,0.01652739,-0.0025853160000000003,9.766614914
5,28.03573583,-1.099372506,2.629125357,0.0,0.007642589,0.0,0.020572611,-0.002708387,9.72183609
6,33.03911154,-1.099372506,2.6032722,0.0,0.009170507,0.0,0.024570325,-0.002769947,9.79754734
7,38.04738625,-1.099372506,2.5764956469999998,0.0,0.010699933,0.0,0.028531637999999998,-0.0028930659999999997,9.69090271
8,43.05357679,-1.099372506,2.547872543,0.0,0.012228723,0.0,0.032448606,-0.0030161859999999997,9.9180336
9,48.06264258,-1.099372506,2.515863895,0.0,0.013758378,0.0,0.03632181,-0.0035086159999999996,9.873257637
10,53.06393066,-1.099372506,2.481085062,0.0,0.015285653,0.0,0.040138417999999995,-0.003877974,9.873257637
11,58.06923078,-1.099184632,2.441074371,0.0,0.01681416,0.0,0.043900882999999995,-0.004370403,9.828480721
12,63.07445084,-1.099372506,2.392445803,0.0,0.01834264,0.0,0.047595726,-0.005355263000000001,10.01082516
13,68.08067794,-1.099184632,2.329043865,0.0,0.019871431000000002,0.0,0.051206924,-0.007078839,9.979894638
14,73.08198565,-1.099372506,2.23332572,0.0,0.021398714,0.0,0.054697312000000005,-0.011387682,10.05559826
15,78.08524318,-1.099372506,2.02311492,0.0,0.022926576,0.0,0.057975118,-0.027268935,10.05559826
16,78.4283192,-1.099372506,1.998492837,0.0,0.023031342000000003,0.0,0.058185815,-0.029423356,10.01082516
41,203.4382894,1.0999414920000001,2.9230511189999997,0.001529631,0.023031342000000003,0.004418152,0.058185815,0.006278658,10.1174593
42,208.44160390000002,1.0999414920000001,2.96890974,0.003058383,0.023031342000000003,0.008923648000000001,0.058185815,0.00443201,10.08652782
43,213.44179300000002,1.100129366,3.004303932,0.0045862179999999995,0.023031342000000003,0.013487725,0.058185815,0.003508663,9.993739128
44,218.4442082,1.0999414920000001,3.03446579,0.006114725,0.023031342000000003,0.018103703999999998,0.058185815,0.0030161859999999997,10.08652782
45,223.45029330000003,1.0999414920000001,3.061242342,0.007644366999999999,0.023031342000000003,0.022766176000000003,0.058185815,0.002769995,10.02466774
46,228.4525083,1.0999414920000001,3.0843255519999997,0.009172836,0.023031342000000003,0.027463031000000002,0.058185815,0.002400637,10.08652782
47,233.45478300000002,1.0999414920000001,3.105561972,0.010701322,0.023031342000000003,0.032193957,0.058185815,0.002215958,10.08652782
48,238.45708050000002,1.100129366,3.124951839,0.012229816000000001,0.023031342000000003,0.036955775,0.058185815,0.002031279,9.993739128
49,243.457236,1.0999414920000001,3.142495155,0.013757674,0.023031342000000003,0.041743800000000005,0.058185815,0.0017850879999999998,10.1174593
50,248.45956890000002,1.0999414920000001,3.1588072780000003,0.01528617,0.023031342000000003,0.046559755999999994,0.058185815,0.001662016,10.08652782
51,253.4629611,1.100129366,3.174196005,0.016814988,0.023031342000000003,0.05140075,0.058185815,0.001600409,10.04175854
52,258.4630092,1.0999414920000001,3.18773818,0.018342777,0.023031342000000003,0.056260699000000004,0.058185815,0.0014773370000000002,10.1174593
53,263.46660440000005,1.0999414920000001,3.200972557,0.019871657,0.023031342000000003,0.06114481,0.058185815,0.001354218,10.08652782
54,268.4715041,1.0999414920000001,3.213283539,0.021400939,0.023031342000000003,0.066049657,0.058185815,0.0012926580000000001,10.1174593
55,273.47774669999995,1.0999414920000001,3.2249789239999997,0.022930635,0.023031342000000003,0.070974126,0.058185815,0.0011695380000000001,10.1174593
56,278.48103189999995,1.100129366,3.23605895,0.024459428,0.023031342000000003,0.07591284400000001,0.058185815,0.0012310980000000001,10.1174593
57,283.4873768,1.100129366,3.24652338,0.025989138,0.023031342000000003,0.08087079900000001,0.058185815,0.0011695380000000001,10.08652782
58,288.4915151,1.0999414920000001,3.256064415,0.027518185,0.023031342000000003,0.085842048,0.058185815,0.000984907,10.08652782
59,293.4997128,1.100129366,3.265913248,0.029048481,0.023031342000000003,0.090832059,0.058185815,0.001046467,10.1174593
60,298.5021142,1.0999414920000001,3.274530888,0.030577003,0.023031342000000003,0.095830295,0.058185815,0.001046419,10.02466774
61,303.5067895,1.0999414920000001,3.283148527,0.032106205,0.023031342000000003,0.100844091,0.058185815,0.000984859,10.01082516
62,308.5084865,1.100129366,3.2911508080000003,0.033634525,0.023031342000000003,0.10586775300000001,0.058185815,0.000861788,10.08652782
63,313.51174510000004,1.0999414920000001,3.298845291,0.035163307000000005,0.023031342000000003,0.110905189,0.058185815,0.000861788,9.979894638
64,318.51206460000003,1.0999414920000001,3.3065395360000003,0.036691213,0.023031342000000003,0.11595150300000001,0.058185815,0.000738668,10.08652782
65,323.515251,1.100129366,3.313310623,0.038219976,0.023031342000000003,0.121011665,0.058185815,0.000738668,10.08652782
66,328.52450810000005,1.100129366,3.320697308,0.039750598,0.023031342000000003,0.12608887,0.058185815,0.000738668,9.979894638
67,333.5257796,1.0999414920000001,3.327468395,0.041278767,0.023031342000000003,0.131168441,0.058185815,0.000800228,9.996987342999999
68,338.5310435,1.100129366,3.333931684,0.042808158,0.023031342000000003,0.136262143,0.058185815,0.000677109,10.14838886
69,343.5372522,1.0999414920000001,3.3403949739999996,0.04433783,0.023031342000000003,0.14136664,0.058185815,0.000738668,10.04175854
70,348.5416985,1.100129366,3.346242666,0.045866979,0.023031342000000003,0.146478887,0.058185815,0.000677109,10.1174593
71,353.5507269,1.0999414920000001,3.352398157,0.047397515,0.023031342000000003,0.151604987,0.058185815,0.0006155490000000001,10.04175854
72,358.5510872,1.0999414920000001,3.357938051,0.048925391,0.023031342000000003,0.156731139,0.058185815,0.0005539890000000001,10.1174593
73,363.5572805,1.0999414920000001,3.363478184,0.050455038,0.023031342000000003,0.16187184599999999,0.058185815,0.0005539890000000001,9.979894638
74,368.56554980000004,1.100129366,3.3690180780000003,0.051985355,0.023031342000000003,0.167023314,0.058185815,0.0005539890000000001,9.887104034
75,373.5697035,1.100129366,3.374557972,0.053514419,0.023031342000000003,0.172178737,0.058185815,0.0006155490000000001,9.904190063
76,378.57604460000005,1.100129366,3.379482508,0.055044142000000004,0.023031342000000003,0.17734435899999998,0.058185815,0.0006155490000000001,9.9180336
77,383.57831,1.100129366,3.384714603,0.056572638,0.023031342000000003,0.182513586,0.058185815,0.0005539890000000001,10.02466774
78,388.5855515,1.100129366,3.389331341,0.058102653,0.023031342000000003,0.187695465,0.058185815,0.0005539890000000001,10.05559826
79,393.58598880000005,1.0999414920000001,3.39394784,0.059630561,0.023031342000000003,0.192877567,0.058185815,0.00049243,9.931883812
80,398.58612089999997,1.100129366,3.398872375,0.061158377,0.023031342000000003,0.198066518,0.058185815,0.0005539890000000001,9.931883812
81,403.5932534,1.100129366,3.403181076,0.062688356,0.023031342000000003,0.20326982100000002,0.058185815,0.00043087,9.825246811
82,408.59550930000006,1.100129366,3.407182217,0.064216839,0.023031342000000003,0.208474811,0.058185815,0.00036931,9.900956154
83,413.6000791,1.0999414920000001,3.4117989539999996,0.065746031,0.023031342000000003,0.213688882,0.058185815,0.00049243,9.870028496
84,418.602002,1.0999414920000001,3.415800095,0.06727441,0.023031342000000003,0.218906634,0.058185815,0.000430918,9.839100838
85,423.6052006,1.0999414920000001,3.419800997,0.06880318099999999,0.023031342000000003,0.224131909,0.058185815,0.00043087,9.839100838
86,428.6084982,1.0999414920000001,3.4241099360000002,0.07033199400000001,0.023031342000000003,0.229363404,0.058185815,0.00049243,9.839100838
87,433.60882080000005,1.0999414920000001,3.4271876810000004,0.07185989599999999,0.023031342000000003,0.23459756699999998,0.058185815,0.00036931,9.808175087
88,438.6091522,1.0999414920000001,3.4311888219999997,0.07338779299999999,0.023031342000000003,0.23983737800000002,0.058185815,0.000369358,9.808175087
89,443.6144493,1.0999414920000001,3.434266567,0.074917223,0.023031342000000003,0.245087754,0.058185815,0.00024623900000000004,9.839100838
90,448.6215813999999,1.0999414920000001,3.4376521110000002,0.076447205,0.023031342000000003,0.25034499600000004,0.058185815,0.00030779799999999997,9.839100838
91,453.6267745,1.100129366,3.4407298560000004,0.077976613,0.023031342000000003,0.255604966,0.058185815,0.00030779799999999997,9.808175087
92,458.6309925,1.0999414920000001,3.442884207,0.079505735,0.023031342000000003,0.26086821600000004,0.058185815,0.000184679,9.777248383
93,463.6332461,1.100129366,3.4459619519999998,0.081034245,0.023031342000000003,0.266133289,0.058185815,0.000246191,9.808175087
94,468.6344987,1.0999414920000001,3.447808743,0.08256244,0.023031342000000003,0.271400722,0.058185815,0.000184679,9.777248383
95,473.64174479999997,1.0999414920000001,3.449963093,0.084092482,0.023031342000000003,0.276677745,0.058185815,0.00024623900000000004,9.777248383
96,478.64405189999997,1.0999414920000001,3.451501846,0.08562101800000001,0.023031342000000003,0.28195233,0.058185815,0.000123072,9.777248383
97,483.649215,1.0999414920000001,3.453040838,0.087150411,0.023031342000000003,0.287232329,0.058185815,0.000184679,9.715397835
98,488.65561219999995,1.0999414920000001,3.454272032,0.088680185,0.023031342000000003,0.29251586,0.058185815,0.000184679,9.715397835
99,493.65592139999995,1.0999414920000001,3.455810785,0.09020808400000001,0.023031342000000003,0.297794864,0.058185815,0.00012311899999999998,9.684473038
100,498.66198909999997,1.100129366,3.45673418,0.09173776,0.023031342000000003,0.303081641,0.058185815,6.15597e-05,9.729262352000001
101,503.6683432,1.0999414920000001,3.4576575760000003,0.09326753,0.023031342000000003,0.308370376,0.058185815,0.00012311899999999998,9.653547287
102,508.67045779999995,1.100129366,3.4588885310000004,0.09479599400000001,0.023031342000000003,0.313656039,0.058185815,0.00012311899999999998,9.804973602
103,513.6717374,1.100129366,3.4595041280000003,0.09632421199999999,0.023031342000000003,0.318942136,0.058185815,0.00012311899999999998,9.729262352000001
104,518.6800059999999,1.100129366,3.4601197239999997,0.097854575,0.023031342000000003,0.324236998,0.058185815,0.0,9.849761962999999
105,523.6833047,1.0999414920000001,3.460735321,0.09938340400000001,0.023031342000000003,0.329527658,0.058185815,0.0,9.818841934
106,528.6865176,1.0999414920000001,3.4613506789999997,0.100912258,0.023031342000000003,0.334819375,0.058185815,6.1512e-05,9.818841934
