,Test_Time(s),Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Temperature (C)_1
1,8.015753411,-1.099956751,2.4592411519999997,0.0,0.001529594,0.0,0.0038139790000000003,-0.006401634000000001,0.552282214
2,13.01689251,-1.0997763870000001,2.39922595,0.0,0.003057335,0.0,0.007525403000000001,-0.006278515,0.521310687
3,18.02609266,-1.0997763870000001,2.333978415,0.0,0.004587600000000001,0.0,0.011148011999999999,-0.007140303000000001,0.521310687
4,23.02812101,-1.0997763870000001,2.257035732,0.0,0.006112729,0.0,0.014651246000000001,-0.008617592,0.521310687
5,28.03068715,-1.099956751,2.153624773,0.0,0.0076439459999999996,0.0,0.018032915,-0.011879968000000001,0.521310687
6,32.58583088,-1.0997763870000001,1.999739528,0.0,0.009035511,0.0,0.020932998,-0.019881988,0.490339398
31,157.5951392,1.099234819,3.096942186,0.0015281239999999998,0.009035511,0.004682048,0.020932998,0.005232143,0.442329139
32,162.5964889,1.099595666,3.133259058,0.003055707,0.009035511,0.009441955,0.020932998,0.0035701279999999997,0.518193126
33,167.6017082,1.099415302,3.161266088,0.004584477,0.009035511,0.014254255,0.020932998,0.002831459,0.504264057
34,172.6050747,1.099595666,3.185580015,0.006112683000000001,0.009035511,0.019104476000000002,0.020932998,0.002523708,0.504264057
35,177.61317730000002,1.099595666,3.206508398,0.007642296,0.009035511,0.023993165,0.020932998,0.002215958,0.47329577799999994
36,182.6133875,1.099415302,3.2246668339999998,0.009169493,0.009035511,0.028904098,0.020932998,0.001908159,0.47329577799999994
37,187.617719,1.099415302,3.241594315,0.010697982,0.009035511,0.033846056,0.020932998,0.0017850879999999998,0.535233974
38,192.62493669999998,1.099595666,3.256675005,0.012227364,0.009035511,0.038815328999999996,0.020932998,0.001538849,0.504264057
39,197.6291146,1.099595666,3.27052474,0.013755792,0.009035511,0.043803823,0.020932998,0.00141573,0.535233974
40,202.6325908,1.099234819,3.2837588789999996,0.015283971,0.009035511,0.048812176,0.020932998,0.00135417,0.459369749
41,207.6381454,1.099595666,3.296069622,0.016812821999999998,0.009035511,0.053841952,0.020932998,0.00129261,0.504264057
42,212.642875,1.099776149,3.307457209,0.018341458,0.009035511,0.058889030999999994,0.020932998,0.0011695380000000001,0.504264057
43,217.6491233,1.099595666,3.3179214,0.019870512,0.009035511,0.063954076,0.020932998,0.001107979,0.535233974
44,222.6524043,1.099595666,3.3280777930000003,0.021398687000000003,0.009035511,0.069032105,0.020932998,0.001107979,0.504264057
45,227.66083340000003,1.099776149,3.337618828,0.022928435,0.009035511,0.074130373,0.020932998,0.000984859,0.535233974
46,232.66296839999998,1.099595666,3.3468518260000004,0.024456272,0.009035511,0.079236609,0.020932998,0.000984859,0.459369749
47,237.67208419999997,1.099595666,3.355469465,0.025986212999999998,0.009035511,0.084363458,0.020932998,0.0009232999999999998,0.535233974
48,242.6763711,1.099595666,3.363779306,0.027514694,0.009035511,0.089498492,0.020932998,0.00086174,0.504264057
49,247.6825963,1.099415302,3.371781349,0.029043773,0.009035511,0.094647995,0.020932998,0.00086174,0.535233974
50,252.6839306,1.099595666,3.379167795,0.030571351,0.009035511,0.09980438900000001,0.020932998,0.00080018,0.535233974
51,257.6892542,1.099595666,3.38686204,0.032100162,0.009035511,0.104976451,0.020932998,0.00086174,0.459369749
52,262.6894332,1.099415302,3.3936331269999997,0.033627381,0.009035511,0.110154054,0.020932998,0.000738668,0.504264057
53,267.69066200000003,1.099415302,3.400403976,0.035154927,0.009035511,0.11534342,0.020932998,0.000677109,0.535233974
54,272.69687369999997,1.099595666,3.4071750639999996,0.036684013,0.009035511,0.120548344,0.020932998,0.000677109,0.535233974
55,277.70113210000005,1.099415302,3.413638115,0.038212443,0.009035511,0.125760871,0.020932998,0.0007386210000000001,0.535233974
56,282.70455519999996,1.099415302,3.419485807,0.03974067,0.009035511,0.130982385,0.020932998,0.0005539890000000001,0.47329577799999994
57,287.70959619999996,1.099595666,3.425948858,0.04126938,0.009035511,0.136214875,0.020932998,0.000615501,0.504264057
58,292.7118752,1.099595666,3.431488752,0.042797258,0.009035511,0.14145354,0.020932998,0.000615501,0.535233974
59,297.7171949,1.099776149,3.437336445,0.04432606099999999,0.009035511,0.146704204,0.020932998,0.0006155490000000001,0.504264057
60,302.717327,1.099595666,3.4425685410000004,0.045853266,0.009035511,0.151957869,0.020932998,0.0005539890000000001,0.504264057
61,307.7247355,1.099776149,3.448416233,0.047382713,0.009035511,0.157227523,0.020932998,0.0005539890000000001,0.47329577799999994
62,312.7318742,1.099234819,3.453032732,0.048912091,0.009035511,0.162505034,0.020932998,0.00049243,0.535233974
63,317.7341963,1.099595666,3.458572626,0.050439992999999995,0.009035511,0.167785278,0.020932998,0.0006155490000000001,0.504264057
64,322.7383846,1.099595666,3.463189125,0.051968482999999996,0.009035511,0.17307520199999998,0.020932998,0.00049243,0.47329577799999994
65,327.7417188,1.099776149,3.4684212210000003,0.053496693,0.009035511,0.178371523,0.020932998,0.000553942,0.41136273700000003
66,332.7499265,1.099415302,3.47273016,0.055026357000000005,0.009035511,0.183680239,0.020932998,0.00043087,0.47329577799999994
67,337.7531367,1.099595666,3.4773466589999997,0.056554539,0.009035511,0.18899086899999998,0.020932998,0.00036931,0.442329139
68,342.75332569999995,1.099415302,3.481655359,0.058081799,0.009035511,0.194305124,0.020932998,0.00043087,0.36646637299999996
69,347.75566200000003,1.099776149,3.4859642980000003,0.05960969,0.009035511,0.199628146,0.020932998,0.00036931,0.518193126
70,352.7569251,1.099595666,3.4899652000000003,0.06113728400000001,0.009035511,0.20495644899999999,0.020932998,0.00043087,0.47329577799999994
71,357.76120160000005,1.099595666,3.493966341,0.06266578,0.009035511,0.21029405399999998,0.020932998,0.00043087,0.504264057
72,362.76433629999997,1.099415302,3.497967243,0.06419393,0.009035511,0.21563632100000002,0.020932998,0.00043087,0.442329139
73,367.7666665,1.099595666,3.501352787,0.065721845,0.009035511,0.22098335800000002,0.020932998,0.00036931,0.47329577799999994
74,372.7729979,1.099415302,3.5044305319999998,0.067250993,0.009035511,0.226340147,0.020932998,0.00030779799999999997,0.47329577799999994
75,377.77519680000006,1.099595666,3.507816076,0.06877886799999999,0.009035511,0.231697355,0.020932998,0.00030779799999999997,0.504264057
76,382.7844285,1.099776149,3.511201382,0.070308895,0.009035511,0.237066928,0.020932998,0.00036931,0.504264057
77,387.7925781,1.099595666,3.513971329,0.071838592,0.009035511,0.242439775,0.020932998,0.000307751,0.504264057
78,392.79697860000005,1.099595666,3.516125679,0.073367166,0.009035511,0.247812692,0.020932998,0.000246191,0.504264057
79,397.7973712,1.099595666,3.5188956260000004,0.074894479,0.009035511,0.2531849,0.020932998,0.000246191,0.504264057
80,402.80438250000003,1.099595666,3.521050215,0.076423824,0.009035511,0.258567699,0.020932998,0.00030779799999999997,0.504264057
81,407.8088249,1.099776149,3.5228967669999998,0.077952368,0.009035511,0.263950867,0.020932998,0.00024623900000000004,0.504264057
82,412.8092788,1.099776149,3.5247433189999997,0.079479699,0.009035511,0.26933265100000003,0.020932998,0.000246191,0.504264057
83,417.81614460000003,1.099415302,3.525974512,0.081008992,0.009035511,0.27472387600000003,0.020932998,0.00012311899999999998,0.504264057
84,422.817455,1.099595666,3.527513266,0.082536604,0.009035511,0.280111715,0.020932998,0.00012311899999999998,0.535233974
85,427.8255857,1.099595666,3.529359818,0.08406630400000001,0.009035511,0.28550917800000003,0.020932998,0.000184631,0.459369749
86,432.83121960000005,1.099415302,3.529975414,0.085595249,0.009035511,0.290905979,0.020932998,6.15597e-05,0.535233974
87,437.84016569999994,1.099595666,3.531822205,0.08712516199999999,0.009035511,0.296308073,0.020932998,0.00012311899999999998,0.535233974
88,442.8464043000001,1.099595666,3.5327453610000004,0.08865423900000001,0.009035511,0.301708996,0.020932998,0.00012311899999999998,0.535233974
89,447.8566823,1.099776149,3.5336687560000004,0.090184565,0.009035511,0.307116011,0.020932998,6.15597e-05,0.535233974
90,452.8600954,1.099595666,3.534899712,0.091712799,0.009035511,0.312517149,0.020932998,0.000123072,0.459369749
91,457.8691123,1.099595666,3.535515308,0.093242832,0.009035511,0.317925991,0.020932998,0.00012311899999999998,0.535233974
92,462.8694307,1.099776149,3.5367465019999997,0.094770152,0.009035511,0.323326661,0.020932998,0.00012311899999999998,0.535233974
93,467.872622,1.099595666,3.53736186,0.096298366,0.009035511,0.328731825,0.020932998,0.000123072,0.535233974
