,Test_Time(s),Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Temperature (C)_1
1,8.011347431,-1.099372506,2.8885800839999995,0.0,0.0015287120000000002,0.0,0.004426596,-0.0014157770000000002,31.24237251
2,13.01757415,-1.099372506,2.8762691019999997,0.0,0.003057452,0.0,0.008832991,-0.0012926580000000001,31.39120102
3,18.02383052,-1.099372506,2.864881516,0.0,0.004586211,0.0,0.013221316,-0.0011695380000000001,31.42165375
4,23.02799925,-1.099372506,2.85349369,0.0,0.006114351,0.0,0.017590508,-0.0012926580000000001,31.49605751
5,28.03240973,-1.099372506,2.8424139019999997,0.0,0.0076425880000000005,0.0,0.021942947,-0.0011695380000000001,31.42165375
6,33.03967507,-1.099372506,2.8313338760000004,0.0,0.009171694000000001,0.0,0.02628079,-0.0011695380000000001,31.42165375
7,38.0417808,-1.099372506,2.8199462889999998,0.0,0.010699206000000001,0.0,0.030597047000000002,-0.0012310980000000001,31.46560478
8,43.04324403,-1.099372506,2.808558464,0.0,0.012226522,0.0,0.034895414,-0.0012926580000000001,31.46560478
9,48.04329754,-1.09956038,2.7965552810000003,0.0,0.013753433,0.0,0.039175018,-0.0012926580000000001,31.39120102
10,53.05150411,-1.09956038,2.7848596569999997,0.0,0.015282823000000001,0.0,0.043443370999999995,-0.0012926580000000001,31.42165375
11,58.05397748,-1.099372506,2.7722408769999998,0.0,0.016810467,0.0,0.04768813400000001,-0.0012926580000000001,31.46560478
12,63.06219906,-1.099372506,2.7593142989999997,0.0,0.018339867,0.0,0.051918346,-0.001354218,31.49605751
13,68.07029784,-1.099372506,2.745772362,0.0,0.019869226,0.0,0.056128120999999996,-0.00141573,31.54000473
14,73.07254677,-1.099184632,2.73161459,0.0,0.021396798999999998,0.0,0.06031177,-0.0015388970000000002,31.54000473
15,78.08283135,-1.099184632,2.716533661,0.0,0.022923536,0.0,0.064470792,-0.001600409,31.68878746
16,83.09308976,-1.099372506,2.700529337,0.0,0.024456864,0.0,0.068624009,-0.0016619679999999998,31.65834236
17,88.0963777,-1.099372506,2.683293819,0.0,0.025984768,0.0,0.072737249,-0.001846647,31.62789536
18,93.09956439,-1.09956038,2.6648273469999997,0.0,0.027512627999999997,0.0,0.07682349599999999,-0.002154398,31.70228386
19,98.10480023,-1.099372506,2.645437479,0.0,0.029041115,0.0,0.080882288,-0.002092838,31.851043699999998
20,103.1143372,-1.099372506,2.623585224,0.0,0.030570918,0.0,0.08491268,-0.002339125,31.74622345
21,108.12143929999999,-1.099184632,2.599271059,0.0,0.032099972000000004,0.0,0.08890599800000001,-0.0025853160000000003,31.74622345
22,113.1255557,-1.099372506,2.572494507,0.0,0.033628127,0.0,0.09285807,-0.0028931140000000004,31.82060432
23,118.1309521,-1.099372506,2.541101456,0.0,0.035156662000000005,0.0,0.096766954,-0.0033855440000000003,31.86454391
24,123.13305009999999,-1.099184632,2.50447607,0.0,0.03668419,0.0,0.100621746,-0.004185772,31.83410454
25,128.1402947,-1.099372506,2.457694292,0.0,0.038213282,0.0,0.10441738800000001,-0.005232143,31.83410454
26,133.1495414,-1.099184632,2.393984556,0.0,0.039742988,0.0,0.108131495,-0.007263517,31.90847778
27,138.1508572,-1.099372506,2.278260946,0.0,0.041270275,0.0,0.11171329599999999,-0.014834786,31.90847778
28,141.7961142,-1.099184632,1.999416113,0.0,0.042383421,0.0,0.11412316300000001,-0.046166372000000004,31.90847778
53,266.80476969999995,1.0999414920000001,2.8264095780000003,0.001527892,0.042383421,0.004259093,0.11412316300000001,0.007325076999999999,31.87122154
54,271.809982,1.100317121,2.879962444,0.0030573040000000003,0.042383421,0.008624742,0.11412316300000001,0.005232191,31.82727623
55,276.8143147,1.0999414920000001,2.9212043289999996,0.004586441,0.042383421,0.013061517,0.11412316300000001,0.004062605,31.82727623
56,281.8215173,1.100129366,2.955367565,0.006116459,0.042383421,0.017558068,0.11412316300000001,0.0034471040000000003,31.82727623
57,286.82476139999994,1.100129366,2.984606266,0.007645267,0.042383421,0.022098966,0.11412316300000001,0.0029546740000000004,31.783325199999997
58,291.8329518,1.0999414920000001,3.0098438260000004,0.00917559,0.042383421,0.026685739,0.11412316300000001,0.002646875,31.6480751
59,296.8412727,1.100129366,3.032619238,0.010705976,0.042383421,0.03130954,0.11412316300000001,0.002400637,31.90164948
60,301.84266160000004,1.100129366,3.0532402989999996,0.012234229,0.042383421,0.035960052,0.11412316300000001,0.002092886,31.82727623
61,306.847777,1.100129366,3.07201457,0.013763639,0.042383421,0.040644192999999995,0.11412316300000001,0.0019697670000000003,31.75289345
62,311.8550277,1.0999414920000001,3.0892498489999998,0.015293662,0.042383421,0.045357722,0.11412316300000001,0.001846647,31.722461699999997
63,316.8562738,1.0999414920000001,3.105254173,0.016821866,0.042383421,0.05009097,0.11412316300000001,0.0017235279999999998,31.75289345
64,321.8607809,1.100129366,3.120027542,0.018351126000000002,0.042383421,0.05485099,0.11412316300000001,0.0015388970000000002,31.79684639
65,326.8647687,1.0999414920000001,3.133877516,0.019880214,0.042383421,0.059632359,0.11412316300000001,0.0014773370000000002,31.6480751
66,331.86704380000003,1.100129366,3.1468040939999997,0.021408771,0.042383421,0.064432529,0.11412316300000001,0.001354218,31.75289345
67,336.8752354,1.100129366,3.1594228739999997,0.022939106,0.042383421,0.069257598,0.11412316300000001,0.001354218,31.67850876
68,341.8846577,1.0999414920000001,3.170502663,0.024469849,0.042383421,0.074102317,0.11412316300000001,0.0011695380000000001,31.6480751
69,346.8927895,1.0999414920000001,3.181582689,0.026000176,0.042383421,0.078962952,0.11412316300000001,0.0011695380000000001,31.722461699999997
70,351.90102,1.100129366,3.192354918,0.02753052,0.042383421,0.083840057,0.11412316300000001,0.001108026,31.6480751
71,356.90723399999996,1.0999414920000001,3.201895952,0.029060244,0.042383421,0.08873081099999999,0.11412316300000001,0.000984907,31.57368469
72,361.9148131,1.100129366,3.211744785,0.030590408,0.042383421,0.093637921,0.11412316300000001,0.001046467,31.6480751
73,366.92275980000005,1.100129366,3.220362425,0.03212069,0.042383421,0.098559663,0.11412316300000001,0.000800228,31.60412025
74,371.9251677,1.100129366,3.2295956610000003,0.033649288,0.042383421,0.103489699,0.11412316300000001,0.0009233469999999999,31.57368469
75,376.93224169999996,1.0999414920000001,3.237905502,0.035179276,0.042383421,0.10843724199999999,0.11412316300000001,0.0009232999999999998,31.49928665
76,381.9366003,1.0999414920000001,3.245907784,0.036708432,0.042383421,0.113394765,0.11412316300000001,0.000800228,31.57368469
77,386.94477989999996,1.100129366,3.253910065,0.038238765,0.042383421,0.11836827300000001,0.11412316300000001,0.000861788,31.57368469
78,391.9480162,1.0999414920000001,3.2612965110000003,0.039767616,0.042383421,0.123348685,0.11412316300000001,0.000800228,31.60412025
79,396.9564172,1.0999414920000001,3.268683195,0.041298029,0.042383421,0.128345554,0.11412316300000001,0.000800228,31.49928665
80,401.95750360000005,1.0999414920000001,3.2757620810000003,0.042826206,0.042383421,0.133346078,0.11412316300000001,0.000677109,31.60412025
81,406.9667784,1.100129366,3.282840967,0.044356882,0.042383421,0.138365447,0.11412316300000001,0.000800228,31.60412025
82,411.9740187,1.100129366,3.288996458,0.045886937999999995,0.042383421,0.143393069,0.11412316300000001,0.0006155490000000001,31.42488289
83,416.9822876,1.0999414920000001,3.2957675460000004,0.047417296,0.042383421,0.148431675,0.11412316300000001,0.0006155490000000001,31.52972603
84,421.98647989999995,1.0999414920000001,3.301923037,0.048946445,0.042383421,0.153475999,0.11412316300000001,0.000738668,31.49928665
85,426.9947938,1.100129366,3.3080785269999997,0.050476862000000004,0.042383421,0.15853398900000001,0.11412316300000001,0.0006155490000000001,31.52972603
86,431.99802360000007,1.100129366,3.313310623,0.05200569,0.042383421,0.163595463,0.11412316300000001,0.0006155490000000001,31.60412025
87,437.0034027,1.100129366,3.319466114,0.053535165999999995,0.042383421,0.16866793600000002,0.11412316300000001,0.0006155490000000001,31.35047531
88,442.0056085,1.100129366,3.3250062469999997,0.055063682,0.042383421,0.173745855,0.11412316300000001,0.0006155490000000001,31.42488289
89,447.0057675,1.100129366,3.330238342,0.056591567999999995,0.042383421,0.17883001,0.11412316300000001,0.0005539890000000001,31.45532227
90,452.0119954,1.100129366,3.3357782360000003,0.058121321,0.042383421,0.183928505,0.11412316300000001,0.0006155490000000001,31.49928665
91,457.0165364,1.100129366,3.3407027719999998,0.05965055,0.042383421,0.189033198,0.11412316300000001,0.0005539890000000001,31.380916600000003
92,462.0214885,1.100129366,3.345627069,0.061179905,0.042383421,0.19414599100000002,0.11412316300000001,0.0005539890000000001,31.27606201
93,467.0267659,1.100129366,3.350551605,0.06270935799999999,0.042383421,0.199266597,0.11412316300000001,0.0005539890000000001,31.42488289
94,472.0349124,1.0999414920000001,3.3548603060000004,0.064236476,0.042383421,0.204386703,0.11412316300000001,0.00043087,31.35047531
95,477.04152719999996,1.0999414920000001,3.359784842,0.065769542,0.042383421,0.209533912,0.11412316300000001,0.00049243,31.380916600000003
96,482.0465161999999,1.100129366,3.36440134,0.067298911,0.042383421,0.214675665,0.11412316300000001,0.0005539890000000001,31.380916600000003
97,487.05276610000004,1.100129366,3.3687102789999996,0.06882868,0.042383421,0.21982556399999997,0.11412316300000001,0.00043087,31.27606201
98,492.05401639999997,1.0999414920000001,3.37271142,0.070356906,0.042383421,0.224976829,0.11412316300000001,0.000430918,31.262537
99,497.0592295,1.0999414920000001,3.377020121,0.07188633700000001,0.042383421,0.230138635,0.11412316300000001,0.00043087,31.262537
100,502.06147999999996,1.0999414920000001,3.3810212610000003,0.073414883,0.042383421,0.235303664,0.11412316300000001,0.00036931,31.18811607
101,507.0617745,1.100129366,3.3850224019999997,0.074942803,0.042383421,0.240472646,0.11412316300000001,0.00043087,31.17459488
102,512.0671535,1.0999414920000001,3.3887157439999998,0.076472304,0.042383421,0.24565284,0.11412316300000001,0.000369358,31.249013899999998
103,517.0742591,1.100129366,3.3924090860000002,0.078002325,0.042383421,0.25084058,0.11412316300000001,0.000369358,31.32343102
104,522.0745132000001,1.0999414920000001,3.39579463,0.079530246,0.042383421,0.256026718,0.11412316300000001,0.00030779799999999997,31.21856499
105,527.0837642,1.100129366,3.3991801739999996,0.081060907,0.042383421,0.261227392,0.11412316300000001,0.00030779799999999997,31.26594734
106,532.093434,1.0999414920000001,3.4022579189999997,0.08259170099999999,0.042383421,0.26643352600000003,0.11412316300000001,0.00024623900000000004,31.20504379
107,537.0964286000001,1.0999414920000001,3.405335665,0.084120469,0.042383421,0.27163744,0.11412316300000001,0.00030779799999999997,31.37080956
108,542.1025275000001,1.100129366,3.408105612,0.085650176,0.042383421,0.276848683,0.11412316300000001,0.00030779799999999997,31.26594734
109,547.1086868,1.100129366,3.41056776,0.08717691699999999,0.042383421,0.282053614,0.11412316300000001,0.000246191,31.41476822
110,552.1140655,1.0999414920000001,3.4124145510000004,0.08870936900000001,0.042383421,0.287281259,0.11412316300000001,0.00024623900000000004,31.25243568
111,557.1142387,1.100129366,3.4139533039999996,0.09023726800000001,0.042383421,0.292496175,0.11412316300000001,0.000184679,31.357299800000003
112,562.117492,1.100317121,3.415492296,0.09176610699999999,0.042383421,0.297716669,0.11412316300000001,0.000184679,31.38775063
113,567.1208757999999,1.100129366,3.416415453,0.093291901,0.042383421,0.302928784,0.11412316300000001,6.15597e-05,31.28288651
114,572.1239897,1.0999414920000001,3.417646646,0.094823793,0.042383421,0.30816331199999997,0.11412316300000001,0.00012311899999999998,31.357299800000003
