,Test_Time(s),Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Temperature (C)_1
1,8.011643089,-1.0997763870000001,2.925205946,0.0,0.001529298,0.0,0.0044828459999999995,-0.0012310980000000001,31.2363739
2,13.01727274,-1.099595904,2.9150495530000002,0.0,0.0030583940000000003,0.0,0.008948074,-0.001107979,31.16191101
3,18.02215364,-1.099956751,2.9055087569999998,0.0,0.004587303,0.0,0.013397833999999999,-0.0011695380000000001,31.20590973
4,23.02539539,-1.0997763870000001,2.896891117,0.0,0.0061157469999999995,0.0,0.017832158,-0.0009232999999999998,31.28037071
5,28.03056886,-1.0997763870000001,2.8879656789999997,0.0,0.007641790999999999,0.0,0.022245986000000002,-0.0009233469999999999,31.20590973
6,33.0381541,-1.0997763870000001,2.879348278,0.0,0.009174579,0.0,0.026666001,-0.0009232999999999998,31.28037071
7,38.07632054,-1.0997763870000001,2.87042284,0.0,0.010713743000000001,0.0,0.03109101,-0.0009232999999999998,31.31082916
8,43.08339494,-1.0997763870000001,2.861805201,0.0,0.012243387,0.0,0.035475442999999995,-0.0009233469999999999,31.28037071
9,48.087672999999995,-1.099956751,2.8531877989999996,0.0,0.013772203,0.0,0.039844196,-0.000984859,31.28037071
10,53.08986765,-1.0997763870000001,2.84457016,0.0,0.015300378,0.0,0.044197669,-0.00086174,31.35482216
11,58.09414725,-1.0997763870000001,2.835336924,0.0,0.016829186,0.0,0.048539168,-0.000984859,31.3852787
12,63.09645893,-1.099956751,2.825796127,0.0,0.018357363,0.0,0.052864882,-0.000984859,31.39881516
13,68.10461584,-1.0997763870000001,2.816255093,0.0,0.019887334,0.0,0.05718132099999999,-0.000984907,31.42926979
14,73.11293482,-1.0997763870000001,2.8067142960000004,0.0,0.021417363999999998,0.0,0.061483114000000005,-0.001046419,31.42926979
15,78.12020363,-1.0997763870000001,2.796250105,0.0,0.022947081,0.0,0.06576874,-0.001107979,31.42926979
16,83.12738467,-1.0997763870000001,2.7857859130000002,0.0,0.024476762000000003,0.0,0.070038472,-0.0011695380000000001,31.47325897
17,88.13264090000001,-1.0997763870000001,2.7750139239999996,0.0,0.026005867000000002,0.0,0.074290245,-0.0012310980000000001,31.42926979
18,93.13499686,-1.0997763870000001,2.763626337,0.0,0.027534094,0.0,0.078522488,-0.0011695380000000001,31.54769707
19,98.14113504,-1.0997763870000001,2.75193119,0.0,0.029063454,0.0,0.08274018,-0.00123105,31.62213135
20,103.14539,-1.0997763870000001,2.739620209,0.0,0.03059226,0.0,0.086937744,-0.0012926580000000001,31.63566971
21,108.1466226,-1.0997763870000001,2.72638607,0.0,0.032120141,0.0,0.091113285,-0.0014157770000000002,31.56123734
22,113.1491364,-1.0997763870000001,2.712228775,0.0,0.033648418,0.0,0.09526930800000001,-0.001477289,31.63566971
23,118.153182,-1.0997763870000001,2.697763443,0.0,0.035177154,0.0,0.099404746,-0.001538849,31.63566971
24,123.16141359999999,-1.0997763870000001,2.682067156,0.0,0.036707174,0.0,0.103520525,-0.0016619679999999998,31.75407982
25,128.16458909999997,-1.0997763870000001,2.6657552719999997,0.0,0.038229578,0.0,0.10759138900000001,-0.0017235279999999998,31.75407982
26,133.1680052,-1.0997763870000001,2.647596836,0.0,0.039764186,0.0,0.11166823599999999,-0.001908159,31.75407982
27,138.169147,-1.099956751,2.6275918480000002,0.0,0.041292042,0.0,0.115698211,-0.002092838,31.75407982
28,143.17243380000002,-1.0997763870000001,2.606047869,0.0,0.042820569,0.0,0.11969838599999999,-0.00227747,31.79806137
29,148.1815843,-1.099956751,2.58204174,0.0,0.044347869000000005,0.0,0.12366063199999999,-0.002585268,31.82850266
30,153.1878899,-1.0997763870000001,2.5549578669999997,0.0,0.045880303,0.0,0.127597162,-0.0028930659999999997,31.76762199
31,158.19610769999997,-1.0997763870000001,2.523873091,0.0,0.047410275,0.0,0.131483089,-0.0033854479999999997,31.84204102
32,163.20038300000002,-1.099956751,2.486632824,0.0,0.048939032,0.0,0.135314098,-0.004124117,31.81160545
33,168.2027397,-1.0997763870000001,2.4395439619999997,0.0,0.050467175999999996,0.0,0.139080056,-0.005416727,31.81160545
34,173.2088448,-1.0997763870000001,2.374296427,0.0,0.051996474,0.0,0.142764229,-0.0075711730000000005,31.81160545
35,178.2181358,-1.0997763870000001,2.252111435,0.0,0.053526777000000005,0.0,0.146319387,-0.015696336,31.70674515
36,181.41838140000002,-1.0997763870000001,1.999739528,0.0,0.05450437,0.0,0.148419501,-0.04505760599999999,31.81160545
61,306.43324889999997,1.099595666,2.864575148,0.00152975,0.05450437,0.004325495,0.148419501,0.007078695,31.46323204
62,311.439431,1.099595666,2.9172039030000003,0.003058854,0.05450437,0.008748051,0.148419501,0.005047417,31.38878632
63,316.4467236,1.099415302,2.957829714,0.0045882959999999995,0.05450437,0.013241923999999999,0.148419501,0.0040625570000000005,31.49367142
64,321.4479432,1.099595666,2.99076128,0.006115873000000001,0.05450437,0.017786125,0.148419501,0.0033854959999999996,31.419227600000003
65,326.44819689999997,1.099595666,3.019076109,0.007643134,0.05450437,0.022375929,0.148419501,0.0028930659999999997,31.419227600000003
66,331.4554357,1.099595666,3.0443131919999997,0.009172553,0.05450437,0.027013024,0.148419501,0.002523708,31.419227600000003
67,336.4636853,1.099776149,3.067088366,0.0107023,0.05450437,0.03168746,0.148419501,0.002339077,31.49367142
68,341.4739934,1.099595666,3.086785555,0.012232646000000002,0.05450437,0.036396387,0.148419501,0.002031279,31.53767204
69,346.4774088,1.099415302,3.1052517889999995,0.013760893,0.05450437,0.041128463999999997,0.148419501,0.00178504,31.49367142
70,351.4824379,1.099776149,3.1224870680000003,0.015289648000000001,0.05450437,0.045889176,0.148419501,0.0017235279999999998,31.419227600000003
71,356.4886858,1.099776149,3.1384911539999996,0.016818809,0.05450437,0.050676172,0.148419501,0.0016619679999999998,31.46323204
72,361.49293650000004,1.099595666,3.1526486869999997,0.018347358,0.05450437,0.055484324,0.148419501,0.0014157770000000002,31.38878632
73,366.4932853,1.099595666,3.166498184,0.019874631,0.05450437,0.060310153,0.148419501,0.00141573,31.49367142
74,371.49343660000005,1.099415302,3.179116964,0.021401881,0.05450437,0.065156105,0.148419501,0.0012926580000000001,31.38878632
75,376.4996902,1.099595666,3.191427708,0.022931012,0.05450437,0.070027047,0.148419501,0.0012310980000000001,31.419227600000003
