,Test_Time(s),Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Temperature (C)_1
1,8.01482856,-1.099372506,2.806096315,0.0,0.001528539,0.0,0.004305688,-0.002154446,18.16950226
2,13.01604734,-1.099372506,2.787629843,0.0,0.0030557229999999998,0.0,0.008577039,-0.001908207,18.16950226
3,18.01909661,-1.099372506,2.7700865269999997,0.0,0.004583518,0.0,0.012822811000000002,-0.002154446,18.16950226
4,23.0213517,-1.099372506,2.7531588080000002,0.0,0.00611109,0.0,0.017041574,-0.001846647,18.03261566
5,28.02568288,-1.099372506,2.735923529,0.0,0.0076393,0.0,0.021235852000000003,-0.0017850879999999998,18.1079216
6,33.03288317,-1.099372506,2.7186880110000002,0.0,0.009168386,0.0,0.025406124,-0.0019697670000000003,18.13871002
7,38.03509938,-1.099372506,2.700836897,0.0,0.010695959,0.0,0.02954532,-0.002031326,18.09420013
8,43.03533882,-1.099372506,2.682370424,0.0,0.012222925,0.0,0.033655278,-0.002031326,18.24480247
9,48.03555979,-1.099372506,2.663288355,0.0,0.01374987,0.0,0.037736739,-0.002092886,18.21401024
10,53.03694064,-1.099372506,2.64328289,0.0,0.015277172,0.0,0.041789301,-0.002154446,18.18322563
11,58.04405392,-1.099372506,2.6217386719999998,0.0,0.016806236000000002,0.0,0.045814855,-0.002339077,18.28930855
12,63.04829964,-1.099372506,2.5989632609999997,0.0,0.018334415,0.0,0.049804267,-0.0025237560000000003,18.36459923
13,68.05765185,-1.099184632,2.574341059,0.0,0.019864159,0.0,0.053761298,-0.002769995,18.33381653
14,73.05888449,-1.099372506,2.54664135,0.0,0.021391419,0.0,0.057671935,-0.0029546259999999997,18.63494492
15,78.06009250000001,-1.099372506,2.515248299,0.0,0.022918672,0.0,0.061537950999999994,-0.0034470559999999996,18.52889061
16,83.06343356,-1.099372506,2.47923851,0.0,0.024446548,0.0,0.065354454,-0.004001093,18.52889061
17,88.06382892,-1.099372506,2.43522644,0.0,0.025973546,0.0,0.069107846,-0.00492444,18.82997131
