,Test_Time(s),Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Temperature (C)_1
1,8.011723271000001,-1.099595904,2.597122431,0.0,0.001530281,0.0,0.0039997259999999995,-0.0033854959999999996,37.36160278
2,13.01338091,-1.0997763870000001,2.563575506,0.0,0.0030582870000000002,0.0,0.007942755,-0.0035085679999999997,37.46591187
3,18.02320739,-1.0997763870000001,2.526027441,0.0,0.004588793,0.0,0.011838231999999999,-0.0040625570000000005,37.39188004
4,23.02446389,-1.0997763870000001,2.48109293,0.0,0.006116678,0.0,0.015664688,-0.005478335,37.42215729
5,28.03068253,-1.099956751,2.422616482,0.0,0.007646054,0.0,0.01941714,-0.006647825,37.52646255
6,33.03109174,-1.0997763870000001,2.334594011,0.0,0.009173674,0.0,0.023057174,-0.010402679,37.55673599
7,38.03220428,-1.0997763870000001,2.052983761,0.0,0.010701503999999999,0.0,0.026464417,-0.040317964,37.52646255
8,38.49923306,-1.0997763870000001,1.9985084530000001,0.0,0.010844173,0.0,0.026753495,-0.046534918,37.46591187
33,163.5182022,1.099415302,2.8387224669999997,0.0015293610000000001,0.010844215,0.004275453,0.026753579,0.008125162,38.0007782
34,168.52075259999998,1.099776149,2.89627552,0.0030572740000000004,0.010844215,0.008659021,0.026753579,0.005724526,38.03104019
35,173.52869040000002,1.099595666,2.939671278,0.004586873,0.010844215,0.013123714,0.026753579,0.004308796,37.89651871
36,178.5329404,1.099595666,2.974757195,0.006115336,0.010844215,0.017644545,0.026753579,0.0034470559999999996,38.01424408
37,183.5333115,1.099595666,3.003995419,0.007642604,0.010844215,0.022210732,0.026753579,0.003077745,37.909988399999996
38,188.5356305,1.099776149,3.0301558969999998,0.009170448000000001,0.010844215,0.026820739,0.026753579,0.002708387,37.73171234
39,193.5406996,1.099415302,3.052930832,0.01069913,0.010844215,0.031470698,0.026753579,0.002339029,37.80572128
40,198.5460105,1.099595666,3.073859215,0.012227891999999999,0.010844215,0.03615437,0.026753579,0.002092838,37.79224777
41,203.55041519999997,1.099415302,3.0926332469999998,0.013756396,0.010844215,0.040867667,0.026753579,0.0018465999999999997,37.8494606
42,208.55156780000002,1.099595666,3.110176325,0.015283878,0.010844215,0.045605400000000004,0.026753579,0.0017850879999999998,37.9671936
43,213.55581349999997,1.099595666,3.12618041,0.016812324,0.010844215,0.050371567,0.026753579,0.0016619679999999998,37.93693542
44,218.5560126,1.099595666,3.1412611010000004,0.018339545,0.010844215,0.055157461,0.026753579,0.001538849,37.98067093
45,223.5563171,1.099595666,3.1551108360000004,0.019866806,0.010844215,0.059965365,0.026753579,0.0014773370000000002,37.95041275
46,228.5604315,1.099776149,3.1680371760000003,0.021395208,0.010844215,0.064797544,0.026753579,0.001354218,37.90667725
47,233.5687004,1.099595666,3.180347919,0.02292489,0.010844215,0.069653091,0.026753579,0.0012310980000000001,37.80241394
48,238.57509539999998,1.099415302,3.192043304,0.024453971,0.010844215,0.074524968,0.026753579,0.0012310980000000001,37.87641907
49,243.581321,1.099595666,3.2028152939999996,0.025983024,0.010844215,0.07941412,0.026753579,0.001046419,37.99415207
50,248.5864636,1.099595666,3.213587284,0.027511739,0.010844215,0.084318589,0.026753579,0.0011695380000000001,37.95041275
51,253.5917437,1.099595666,3.2234358789999997,0.029040511,0.010844215,0.089238943,0.026753579,0.001046419,37.95041275
52,258.6000951,1.099595666,3.232976675,0.030570246000000002,0.010844215,0.09417734900000001,0.026753579,0.000984859,38.06814575
53,263.60026669999996,1.099415302,3.242209911,0.032097453,0.010844215,0.099121899,0.026753579,0.000984859,38.06814575
54,268.607487,1.099415302,3.2508275510000004,0.033626805,0.010844215,0.10408709699999999,0.026753579,0.0009233469999999999,37.99415207
55,273.6148213,1.099595666,3.259444952,0.035156189,0.010844215,0.109065615,0.026753579,0.0009232999999999998,37.96389771
56,278.6170229,1.099415302,3.267754793,0.036680941,0.010844215,0.114041669,0.026753579,0.00086174,38.00763702
57,283.6212705,1.099595666,3.275449038,0.038212494,0.010844215,0.11905216699999999,0.026753579,0.00080018,37.97738266
58,288.629459,1.099595666,3.2831432819999997,0.039742175,0.010844215,0.124068375,0.026753579,0.00080018,38.02112198
59,293.6306897,1.099595666,3.2905299660000003,0.041269732999999996,0.010844215,0.129088958,0.026753579,0.000861788,38.05137634
60,298.6390545,1.099776149,3.2973008160000004,0.042799468,0.010844215,0.134127701,0.026753579,0.000738668,37.94713211
61,303.6481884,1.099415302,3.304071665,0.04432945,0.010844215,0.139177864,0.026753579,0.0006770610000000001,38.02112198
62,308.6484364,1.099415302,3.310534954,0.045856702,0.010844215,0.144229178,0.026753579,0.0006155490000000001,38.16909027
63,313.6506972,1.099595666,3.316998243,0.047384562000000005,0.010844215,0.149292302,0.026753579,0.000738668,38.02112198
64,318.6550184,1.099595666,3.323153496,0.048913047,0.010844215,0.154367156,0.026753579,0.0005539890000000001,38.02112198
65,323.66121089999996,1.099595666,3.3290011880000003,0.050442118,0.010844215,0.159453302,0.026753579,0.00049243,37.88662720000001
66,328.6654369,1.099776149,3.335464478,0.051970575,0.010844215,0.164546577,0.026753579,0.000677109,37.99087143
67,333.6750028,1.099415302,3.3406965730000002,0.053500673,0.010844215,0.169654215,0.026753579,0.0005539890000000001,38.06486511
68,338.68107280000004,1.099595666,3.3468518260000004,0.055029695999999996,0.010844215,0.17476692100000002,0.026753579,0.0006155490000000001,37.99087143
69,343.6812646,1.099415302,3.352083921,0.056556962999999995,0.010844215,0.17988210699999999,0.026753579,0.0005539890000000001,37.99087143
70,348.6884263,1.099776149,3.357316017,0.058086373,0.010844215,0.18501272600000002,0.026753579,0.000615501,37.96062088
71,353.6978274,1.099595666,3.3625481130000003,0.05961646,0.010844215,0.190153517,0.026753579,0.0005539890000000001,38.06486511
72,358.6989365,1.099595666,3.36716485,0.061144022,0.010844215,0.19529353800000002,0.026753579,0.00049243,38.06486511
73,363.703203,1.099595666,3.3723969460000003,0.06267257400000001,0.010844215,0.200444405,0.026753579,0.00049243,38.03461456
74,368.71144419999996,1.099776149,3.377013445,0.064202356,0.010844215,0.205606803,0.026753579,0.0005539890000000001,38.00436783
75,373.7176463,1.099776149,3.3816299439999997,0.065731524,0.010844215,0.210774283,0.026753579,0.00049243,38.06486511
76,378.7272087,1.099776149,3.386246443,0.06726172700000001,0.010844215,0.215952248,0.026753579,0.000553942,38.13884735
77,383.7321882,1.099776149,3.390555382,0.068790511,0.010844215,0.221132095,0.026753579,0.0005539890000000001,38.03461456
78,388.7334331,1.099776149,3.394864082,0.070318132,0.010844215,0.226314651,0.026753579,0.00049243,38.03461456
79,393.7368027,1.099595666,3.398865223,0.071846399,0.010844215,0.231505858,0.026753579,0.00043087,38.10860062
80,398.7451517,1.099595666,3.402866125,0.073376203,0.010844215,0.23670851899999998,0.026753579,0.00036931,38.21282959
81,403.7541848,1.099415302,3.4068672660000003,0.074906236,0.010844215,0.24191809600000003,0.026753579,0.000430918,38.18258286
82,408.7594341,1.099595666,3.4105603689999997,0.076435095,0.010844215,0.247129441,0.026753579,0.00036931,38.15233994
83,413.7611271,1.099595666,3.414253712,0.077962864,0.010844215,0.25234277899999996,0.026753579,0.00043087,38.13884735
84,418.768896,1.099595666,3.417639256,0.079492485,0.010844215,0.25756786600000003,0.026753579,0.00030779799999999997,38.18258286
85,423.7711857,1.099595666,3.420716763,0.081020455,0.010844215,0.262792488,0.026753579,0.000307751,38.10860062
86,428.7783976,1.099595666,3.4237945080000003,0.08254993599999999,0.010844215,0.26802703899999997,0.026753579,0.00036931,38.21282959
87,433.78286579999997,1.099595666,3.426564455,0.084078568,0.010844215,0.273263018,0.026753579,0.000246191,38.15233994
88,438.7859266,1.099595666,3.428718805,0.085606744,0.010844215,0.278501079,0.026753579,0.000246191,38.07835388
89,443.78919110000004,1.099595666,3.430873394,0.087134978,0.010844215,0.28374268,0.026753579,0.000184679,38.21282959
90,448.7934918,1.099776149,3.432412148,0.088663559,0.010844215,0.28898816899999996,0.026753579,0.000184679,38.15233994
91,453.8017346,1.099595666,3.4336433410000002,0.090193333,0.010844215,0.29424006,0.026753579,0.00012311899999999998,38.24307251
92,458.80793439999997,1.099595666,3.4348742960000003,0.091722482,0.010844215,0.29949168800000003,0.026753579,0.00012311899999999998,38.13884735
