,Current(A),Voltage(V),dV/dt(V/s),Temperature (C)_1
16373,2.75712e-06,3.373327017,0.00012311899999999998,0.299181819
16374,2.75712e-06,3.373327017,0.00012311899999999998,0.161082253
16375,0.000190588,3.373634815,0.00012311899999999998,0.067674108
16376,0.000190588,3.373942375,0.000123072,0.205761909
16377,0.000190588,3.374250174,0.000123072,0.236900687
16378,0.000190588,3.374557972,0.000184631,0.129944026
16379,0.000190588,3.374250174,6.15597e-05,0.098808952
16380,2.75712e-06,3.374557972,6.15597e-05,0.129944026
16381,0.000190588,3.37486577,6.15597e-05,0.098808952
16382,0.000190588,3.375173569,0.00012311899999999998,0.085265175
16383,0.000190588,3.37486577,0.0,0.223362312
16384,2.75712e-06,3.375173569,6.15597e-05,0.161082253
16385,0.000190588,3.375481367,6.15597e-05,0.192223638
16386,0.000190588,3.375789165,0.00012311899999999998,0.254504144
16387,2.75712e-06,3.375789165,0.00012311899999999998,0.223362312
16388,0.000190588,3.376096964,6.15597e-05,0.116405994
16389,2.75712e-06,3.376096964,0.00012311899999999998,0.24097155
16390,-1.013158083,3.181582689,-0.038902856,0.192223638
16391,-1.39332819,3.101253271,-0.054968737,0.223362312
16392,-1.76861465,3.0224626060000004,-0.070726871,0.192223638
16393,-2.197057247,2.933515549,-0.048813201,0.299181819
16394,-2.757545233,2.818715096,-0.055707406,0.28564617
16395,-3.22017312,2.7223813530000003,-0.05915446200000001,0.330324173
16396,-2.81614852,2.788860798,-0.028007602000000003,0.178685397
16397,-2.718852043,2.801787376,-0.0024621960000000003,0.347933829
16398,-2.15348053,2.9045844080000003,0.037425518,0.209826902
16399,-1.173753619,3.090173244,0.060754918,0.178685397
16400,0.263154089,3.369633675,0.114000127,0.178685397
16401,0.180320591,3.360400438,0.091347836,0.102868006
16402,0.073069043,3.343164921,0.050352097,0.347933829
16403,-0.715821445,3.192662477,-0.036132909,0.192223638
16404,-0.594482601,3.214206934,-0.029608011,0.147544131
16405,-0.599366188,3.212667942,-0.004001093,0.134008959
16406,-0.876980543,3.1588072780000003,-0.010772133,0.28564617
16407,-2.070834875,2.927667618,-0.057123184,0.209826902
16408,0.268037707,3.372095823,0.031947136,0.165153056
16409,1.35445261,3.586615562,0.08568477599999999,0.178685397
16410,0.589228809,3.448731899,0.029792691,0.24097155
16411,1.5543048380000002,3.635551929,0.014219237,0.147544131
16412,0.671874523,3.4742772580000003,0.002154398,0.4102252420000001
16413,0.102370694,3.365940332,-0.050721455,0.196294457
16414,-0.984419882,3.155421734,-0.065494679,0.316791356
16415,-0.652522385,3.213899136,-0.031700898,0.165153056
16416,-1.510346889,3.046161413,-0.02486825,0.196294457
16417,-2.57703948,2.83687377,-0.075097278,0.24097155
16418,-2.971672535,2.7534666060000004,-0.060570288,0.24097155
16419,-3.849031687,2.581112146,-0.053983878,0.227439001
16420,-3.849219322,2.571571112,-0.038041115,0.272113502
16421,-3.849219322,2.563876867,-0.005663061,0.24097155
16422,-3.849031687,2.557721376,-0.003754854,0.134008959
16423,-2.43635416,2.818715096,0.050167464,0.209826902
16424,-3.849031687,2.55064249,-0.002092886,0.134008959
16425,-2.9038655760000003,2.722689152,-0.018158769,0.196294457
16426,-3.849219322,2.542332411,-0.0033855440000000003,0.196294457
16427,-3.68787241,2.567262411,-0.030408239,0.334403872
16428,-3.849031687,2.532791376,-0.0034471040000000003,0.071727291
16429,-2.811077118,2.724535704,0.031023789,0.196294457
16430,-2.645034313,2.7556209560000005,0.043950368,0.165153056
16431,-2.494393826,2.7833209039999995,0.012311029,0.272113502
16432,-1.013345838,3.0683212280000003,0.062601566,0.165153056
16433,-0.618149281,3.149266243,0.073250629,0.227439001
16434,-0.842795253,3.108332157,0.009479523,0.227439001
16435,-0.604249775,3.1560373310000003,0.002216005,0.334403872
16436,-0.988740027,3.0830943580000003,-0.00504756,0.227439001
16437,-0.988740027,3.083402157,-0.014157677,0.044657484
16438,-0.988740027,3.083709955,-0.00024623900000000004,0.227439001
16439,-0.988740027,3.084017754,0.00012311899999999998,0.258583784
16440,-1.427701235,2.9987638,-0.016927671000000002,0.227439001
16441,-1.437280655,2.9959938530000003,-0.017604778999999997,0.289731681
16442,-2.099572897,2.867343664,-0.026776504,0.165153056
16443,-2.3585920330000003,2.814406157,-0.036440659,0.289731681
16444,-2.406676769,2.802710772,-0.013603687,0.120473824
16445,-1.997205019,2.879039049,0.012372589,0.258583784
16446,-2.260731936,2.827024937,0.004616594,0.227439001
16447,-2.533650637,2.772856474,-0.021051884,0.227439001
16448,-2.109528065,2.851954937,0.004678202,0.258583784
16449,-2.377375126,2.7996330260000004,0.00492444,0.227439001
16450,-2.9038655760000003,2.697143793,-0.03083911,0.227439001
16451,-3.849031687,2.515248299,-0.057184695999999986,0.289731681
16452,-3.809774876,2.516787052,-0.036686897,0.303258598
16453,-2.669640303,2.729767799,0.041919041,0.258583784
16454,-2.196869373,2.820254087,0.060139418,0.289731681
16455,-1.6908525230000002,2.91874218,0.038287304,0.227439001
16456,-1.193288088,3.016614914,0.039518405,0.258583784
16457,-0.720705092,3.111409903,0.038902856,0.303258598
16458,-1.417746186,2.9778351780000003,-0.007386589,0.227439001
16459,-1.919067264,2.880270243,-0.045673896,0.213909432
