,Current(A),Voltage(V),dV/dt(V/s),Temperature (C)_1
17589,-0.000270769,3.402866125,6.15597e-05,19.8401432
17590,-0.0004512230000000001,3.402866125,6.15597e-05,19.91537857
17591,-0.0004512230000000001,3.402558327,0.0,19.8401432
17592,-0.0004512230000000001,3.402866125,0.0,20.09653473
17593,-0.000270769,3.403173923,6.15597e-05,19.79560852
17594,-0.000270769,3.403173923,6.15597e-05,19.8401432
17595,-0.0004512230000000001,3.403173923,0.0,19.76490211
17596,-9.03152e-05,3.403481722,6.15597e-05,20.06583595
17597,-0.000270769,3.403481722,6.15597e-05,19.91537857
17598,-0.0004512230000000001,3.403481722,6.15597e-05,20.02131081
17599,-0.000270769,3.403481722,6.15597e-05,19.79560852
17600,-0.0004512230000000001,3.403481722,0.0,19.79560852
17601,-0.000270769,3.403481722,-6.15597e-05,19.80944061
17602,-0.0004512230000000001,3.403481722,0.0,19.79560852
17603,-1.013880253,3.226821423,-0.035393617999999995,19.76490211
17604,-1.393374801,3.1560339930000003,-0.049489547,19.6896553
17605,-1.768538475,3.086170197,-0.063523866,19.79560852
17606,-2.197657824,3.00584197,-0.043764971,19.8401432
17607,-2.757967234,2.903046608,-0.050228167,19.76490211
17608,-3.2206509110000003,2.815331936,-0.053613663,19.87084579
17609,-2.816434145,2.878424883,-0.024929428,19.79560852
17610,-2.719169617,2.890427828,-0.0017235279999999998,19.76490211
17611,-2.153627157,2.984605789,0.034593441,20.06583595
17612,-1.174123287,3.152956247,0.055337142,19.8401432
17613,0.263191909,3.403173923,0.102918528,19.76490211
17614,0.180183128,3.392401934,0.08180546799999999,19.87084579
17615,0.072632603,3.37609005,0.044565201,19.6896553
17616,-0.71613133,3.240055561,-0.033116102,19.8401432
17617,-0.594685912,3.260368347,-0.022959709,19.76490211
17618,-0.599377692,3.258829594,0.0032008170000000003,19.76490211
17619,-0.877457142,3.209893942,-0.009910202,19.91537857
17620,-2.070798635,3.000302076,-0.051767014000000014,19.76490211
17621,0.268064171,3.404097319,0.038532924,19.91537857
17622,1.354216099,3.5967617030000003,0.118122384,19.8401432
17623,0.589632988,3.468729019,0.014280558,19.76490211
17624,1.554520011,3.638618469,0.009540891,19.87084579
17625,0.6724613309999999,3.490272999,0.004124117,19.94608116
17626,0.101866134,3.392094135,-0.048258446,19.76490211
17627,-0.984466314,3.202199697,-0.057676218,19.76490211
17628,-0.6526116129999999,3.256982803,-0.027330065,19.76490211
17629,-1.510669827,3.106175184,-0.020066643,19.88467789
17630,-2.577693701,2.9162807460000004,-0.068201974,19.76490211
17631,-2.972707272,2.841800213,-0.053552102,19.79560852
